"uf";"nome_norm";"cod_municipio";"origem"
"MA";"GOVERNADOR LUIZ ROCHA";"2104628";"IBGE"
"MA";"GOVERNADOR NEWTON BELLO";"2104651";"IBGE"
"MA";"GOVERNADOR NUNES FREIRE";"2104677";"IBGE"
"MA";"GRAÇA ARANHA";"2104701";"IBGE"
"MA";"GRAJAÚ";"2104800";"IBGE"
"MA";"GUIMARÃES";"2104909";"IBGE"
"MA";"HUMBERTO DE CAMPOS";"2105005";"IBGE"
"MA";"ICATU";"2105104";"IBGE"
"MA";"IGARAPÉ DO MEIO";"2105153";"IBGE"
"MA";"IGARAPÉ GRANDE";"2105203";"IBGE"
"MA";"IMPERATRIZ";"2105302";"IBGE"
"MA";"ITAIPAVA DO GRAJAÚ";"2105351";"IBGE"
"MA";"ITAPECURU MIRIM";"2105401";"IBGE"
"MA";"ITINGA DO MARANHÃO";"2105427";"IBGE"
"MA";"JATOBÁ";"2105450";"IBGE"
"MA";"JENIPAPO DOS VIEIRAS";"2105476";"IBGE"
"MA";"JOÃO LISBOA";"2105500";"IBGE"
"MA";"JOSELÂNDIA";"2105609";"IBGE"
"MA";"JUNCO DO MARANHÃO";"2105658";"IBGE"
"MA";"LAGO DA PEDRA";"2105708";"IBGE"
"MA";"LAGO DO JUNCO";"2105807";"IBGE"
"MA";"LAGO DOS RODRIGUES";"2105948";"IBGE"
"MA";"LAGO VERDE";"2105906";"IBGE"
"MA";"LAGOA DO MATO";"2105922";"IBGE"
"MA";"LAGOA GRANDE DO MARANHÃO";"2105963";"IBGE"
"MA";"LAJEADO NOVO";"2105989";"IBGE"
"MA";"LIMA CAMPOS";"2106003";"IBGE"
"MA";"LORETO";"2106102";"IBGE"
"MA";"LUÍS DOMINGUES";"2106201";"IBGE"
"MA";"MAGALHÃES DE ALMEIDA";"2106300";"IBGE"
"MA";"MARACAÇUMÉ";"2106326";"IBGE"
"MA";"MARAJÁ DO SENA";"2106359";"IBGE"
"MA";"MARANHÃOZINHO";"2106375";"IBGE"
"MA";"MATA ROMA";"2106409";"IBGE"
"MA";"MATINHA";"2106508";"IBGE"
"MA";"MATÕES";"2106607";"IBGE"
"MA";"MATÕES DO NORTE";"2106631";"IBGE"
"MA";"MILAGRES DO MARANHÃO";"2106672";"IBGE"
"MA";"MIRADOR";"2106706";"IBGE"
"MA";"MIRANDA DO NORTE";"2106755";"IBGE"
"MA";"MIRINZAL";"2106805";"IBGE"
"MA";"MONÇÃO";"2106904";"IBGE"
"MA";"MONTES ALTOS";"2107001";"IBGE"
"MA";"MORROS";"2107100";"IBGE"
"MA";"NINA RODRIGUES";"2107209";"IBGE"
"MA";"NOVA COLINAS";"2107258";"IBGE"
"MA";"NOVA IORQUE";"2107308";"IBGE"
"MA";"NOVA OLINDA DO MARANHÃO";"2107357";"IBGE"
"MA";"OLHO D ÁGUA DAS CUNHÃS";"2107407";"IBGE"
"MA";"OLINDA NOVA DO MARANHÃO";"2107456";"IBGE"
"MA";"PAÇO DO LUMIAR";"2107506";"IBGE"
"MA";"PALMEIRÂNDIA";"2107605";"IBGE"
"MA";"PARAIBANO";"2107704";"IBGE"
"MA";"PARNARAMA";"2107803";"IBGE"
"MA";"PASSAGEM FRANCA";"2107902";"IBGE"
"MA";"PASTOS BONS";"2108009";"IBGE"
"MA";"PAULINO NEVES";"2108058";"IBGE"
"MA";"PAULO RAMOS";"2108108";"IBGE"
"MA";"PEDREIRAS";"2108207";"IBGE"
"MA";"PEDRO DO ROSÁRIO";"2108256";"IBGE"
"MA";"PENALVA";"2108306";"IBGE"
"MA";"PERI MIRIM";"2108405";"IBGE"
"MA";"PERITORÓ";"2108454";"IBGE"
"MA";"PINDARÉ MIRIM";"2108504";"IBGE"
"MA";"PINHEIRO";"2108603";"IBGE"
"MA";"PIO XII";"2108702";"IBGE"
"MA";"PIRAPEMAS";"2108801";"IBGE"
"MA";"POÇÃO DE PEDRAS";"2108900";"IBGE"
"MA";"PORTO FRANCO";"2109007";"IBGE"
"MA";"PORTO RICO DO MARANHÃO";"2109056";"IBGE"
"MA";"PRESIDENTE DUTRA";"2109106";"IBGE"
"MA";"PRESIDENTE JUSCELINO";"2109205";"IBGE"
"MA";"PRESIDENTE MÉDICI";"2109239";"IBGE"
"MA";"PRESIDENTE SARNEY";"2109270";"IBGE"
"MA";"PRESIDENTE VARGAS";"2109304";"IBGE"
"MA";"PRIMEIRA CRUZ";"2109403";"IBGE"
"MA";"RAPOSA";"2109452";"IBGE"
"MA";"RIACHÃO";"2109502";"IBGE"
"MA";"RIBAMAR FIQUENE";"2109551";"IBGE"
"MA";"ROSÁRIO";"2109601";"IBGE"
"MA";"SAMBAÍBA";"2109700";"IBGE"
"MA";"SANTA FILOMENA DO MARANHÃO";"2109759";"IBGE"
"MA";"SANTA HELENA";"2109809";"IBGE"
"MA";"SANTA INÊS";"2109908";"IBGE"
"MA";"SANTA LUZIA";"2110005";"IBGE"
"MA";"SANTA LUZIA DO PARUÁ";"2110039";"IBGE"
"MA";"SANTA QUITÉRIA DO MARANHÃO";"2110104";"IBGE"
"MA";"SANTA RITA";"2110203";"IBGE"
"MA";"SANTANA DO MARANHÃO";"2110237";"IBGE"
"MA";"SANTO AMARO DO MARANHÃO";"2110278";"IBGE"
"MA";"SANTO ANTÔNIO DOS LOPES";"2110302";"IBGE"
"MA";"SÃO BENEDITO DO RIO PRETO";"2110401";"IBGE"
"MA";"SÃO BENTO";"2110500";"IBGE"
"MA";"SÃO BERNARDO";"2110609";"IBGE"
"MA";"SÃO DOMINGOS DO AZEITÃO";"2110658";"IBGE"
"MA";"SÃO DOMINGOS DO MARANHÃO";"2110708";"IBGE"
"MA";"SÃO FÉLIX DE BALSAS";"2110807";"IBGE"
"MA";"SÃO FRANCISCO DO BREJÃO";"2110856";"IBGE"
"MA";"SÃO FRANCISCO DO MARANHÃO";"2110906";"IBGE"
"MA";"SÃO JOÃO BATISTA";"2111003";"IBGE"
"MA";"SÃO JOÃO DO CARÚ";"2111029";"IBGE"
"MA";"SÃO JOÃO DO PARAÍSO";"2111052";"IBGE"
"MA";"SÃO JOÃO DO SOTER";"2111078";"IBGE"
"MA";"SÃO JOÃO DOS PATOS";"2111102";"IBGE"
"MA";"SÃO JOSÉ DE RIBAMAR";"2111201";"IBGE"
"MA";"SÃO JOSÉ DOS BASÍLIOS";"2111250";"IBGE"
"MA";"SÃO LUÍS";"2111300";"IBGE"
"MA";"SÃO LUÍS GONZAGA DO MARANHÃO";"2111409";"IBGE"
"MA";"SÃO MATEUS DO MARANHÃO";"2111508";"IBGE"
"MA";"SÃO PEDRO DA ÁGUA BRANCA";"2111532";"IBGE"
"MA";"SÃO PEDRO DOS CRENTES";"2111573";"IBGE"
"MA";"SÃO RAIMUNDO DAS MANGABEIRAS";"2111607";"IBGE"
"MA";"SÃO RAIMUNDO DO DOCA BEZERRA";"2111631";"IBGE"
"MA";"SÃO ROBERTO";"2111672";"IBGE"
"MA";"SÃO VICENTE FERRER";"2111706";"IBGE"
"MA";"SATUBINHA";"2111722";"IBGE"
"MA";"SENADOR ALEXANDRE COSTA";"2111748";"IBGE"
"MA";"SENADOR LA ROCQUE";"2111763";"IBGE"
"MA";"SERRANO DO MARANHÃO";"2111789";"IBGE"
"MA";"SÍTIO NOVO";"2111805";"IBGE"
"MA";"SUCUPIRA DO NORTE";"2111904";"IBGE"
"MA";"SUCUPIRA DO RIACHÃO";"2111953";"IBGE"
"MA";"TASSO FRAGOSO";"2112001";"IBGE"
"MA";"TIMBIRAS";"2112100";"IBGE"
"MA";"TIMON";"2112209";"IBGE"
"MA";"TRIZIDELA DO VALE";"2112233";"IBGE"
"MA";"TUFILÂNDIA";"2112274";"IBGE"
"MA";"TUNTUM";"2112308";"IBGE"
"MA";"TURIAÇU";"2112407";"IBGE"
"MA";"TURILÂNDIA";"2112456";"IBGE"
"MA";"TUTÓIA";"2112506";"IBGE"
"MA";"URBANO SANTOS";"2112605";"IBGE"
"MA";"VARGEM GRANDE";"2112704";"IBGE"
"MA";"VIANA";"2112803";"IBGE"
"MA";"VILA NOVA DOS MARTÍRIOS";"2112852";"IBGE"
"MA";"VITÓRIA DO MEARIM";"2112902";"IBGE"
"MA";"VITORINO FREIRE";"2113009";"IBGE"
"MA";"ZÉ DOCA";"2114007";"IBGE"
"MG";"ABADIA DOS DOURADOS";"3100104";"IBGE"
"MG";"ABAETÉ";"3100203";"IBGE"
"MG";"ABRE CAMPO";"3100302";"IBGE"
"MG";"ACAIACA";"3100401";"IBGE"
"MG";"AÇUCENA";"3100500";"IBGE"
"MG";"ÁGUA BOA";"3100609";"IBGE"
"MG";"ÁGUA COMPRIDA";"3100708";"IBGE"
"MG";"AGUANIL";"3100807";"IBGE"
"MG";"ÁGUAS FORMOSAS";"3100906";"IBGE"
"MG";"ÁGUAS VERMELHAS";"3101003";"IBGE"
"MG";"AIMORÉS";"3101102";"IBGE"
"MG";"AIURUOCA";"3101201";"IBGE"
"MG";"ALAGOA";"3101300";"IBGE"
"MG";"ALBERTINA";"3101409";"IBGE"
"MG";"ALÉM PARAÍBA";"3101508";"IBGE"
"MG";"ALFENAS";"3101607";"IBGE"
"MG";"ALFREDO VASCONCELOS";"3101631";"IBGE"
"MG";"ALMENARA";"3101706";"IBGE"
"MG";"ALPERCATA";"3101805";"IBGE"
"MG";"ALPINÓPOLIS";"3101904";"IBGE"
"MG";"ALTEROSA";"3102001";"IBGE"
"MG";"ALTO CAPARAÓ";"3102050";"IBGE"
"MG";"ALTO JEQUITIBÁ";"3153509";"IBGE"
"MG";"ALTO RIO DOCE";"3102100";"IBGE"
"MG";"ALVARENGA";"3102209";"IBGE"
"MG";"ALVINÓPOLIS";"3102308";"IBGE"
"MG";"ALVORADA DE MINAS";"3102407";"IBGE"
"MG";"AMPARO DO SERRA";"3102506";"IBGE"
"MG";"ANDRADAS";"3102605";"IBGE"
"MG";"ANDRELÂNDIA";"3102803";"IBGE"
"MG";"ANGELÂNDIA";"3102852";"IBGE"
"MG";"ANTÔNIO CARLOS";"3102902";"IBGE"
"MG";"ANTÔNIO DIAS";"3103009";"IBGE"
"MG";"ANTÔNIO PRADO DE MINAS";"3103108";"IBGE"
"MG";"ARAÇAÍ";"3103207";"IBGE"
"MG";"ARACITABA";"3103306";"IBGE"
"MG";"ARAÇUAÍ";"3103405";"IBGE"
"MG";"ARAGUARI";"3103504";"IBGE"
"MG";"ARANTINA";"3103603";"IBGE"
"MG";"ARAPONGA";"3103702";"IBGE"
"MG";"ARAPORÃ";"3103751";"IBGE"
"MG";"ARAPUÁ";"3103801";"IBGE"
"MG";"ARAÚJOS";"3103900";"IBGE"
"MG";"ARAXÁ";"3104007";"IBGE"
"MG";"ARCEBURGO";"3104106";"IBGE"
"MG";"ARCOS";"3104205";"IBGE"
"MG";"AREADO";"3104304";"IBGE"
"MG";"ARGIRITA";"3104403";"IBGE"
"MG";"ARICANDUVA";"3104452";"IBGE"
"MG";"ARINOS";"3104502";"IBGE"
"MG";"ASTOLFO DUTRA";"3104601";"IBGE"
"MG";"ATALÉIA";"3104700";"IBGE"
"MG";"AUGUSTO DE LIMA";"3104809";"IBGE"
"MG";"BAEPENDI";"3104908";"IBGE"
"MG";"BALDIM";"3105004";"IBGE"
"MG";"BAMBUÍ";"3105103";"IBGE"
"MG";"BANDEIRA";"3105202";"IBGE"
"MG";"BANDEIRA DO SUL";"3105301";"IBGE"
"MG";"BARÃO DE COCAIS";"3105400";"IBGE"
"MG";"BARÃO DO MONTE ALTO";"3105509";"IBGE"
"MG";"BARBACENA";"3105608";"IBGE"
"MG";"BARRA LONGA";"3105707";"IBGE"
"MG";"BARROSO";"3105905";"IBGE"
"MG";"BELA VISTA DE MINAS";"3106002";"IBGE"
"MG";"BELMIRO BRAGA";"3106101";"IBGE"
"MG";"BELO HORIZONTE";"3106200";"IBGE"
"MG";"BELO ORIENTE";"3106309";"IBGE"
"MG";"BELO VALE";"3106408";"IBGE"
"MG";"BERILO";"3106507";"IBGE"
"MG";"BERIZAL";"3106655";"IBGE"
"MG";"BERTÓPOLIS";"3106606";"IBGE"
"MG";"BETIM";"3106705";"IBGE"
"MG";"BIAS FORTES";"3106804";"IBGE"
"MG";"BICAS";"3106903";"IBGE"
"MG";"BIQUINHAS";"3107000";"IBGE"
"MG";"BOA ESPERANÇA";"3107109";"IBGE"
"MG";"BOCAINA DE MINAS";"3107208";"IBGE"
"MG";"BOCAIÚVA";"3107307";"IBGE"
"MG";"BOM DESPACHO";"3107406";"IBGE"
"MG";"BOM JARDIM DE MINAS";"3107505";"IBGE"
"MG";"BOM JESUS DA PENHA";"3107604";"IBGE"
"MG";"BOM JESUS DO AMPARO";"3107703";"IBGE"
"MG";"BOM JESUS DO GALHO";"3107802";"IBGE"
"MG";"BOM REPOUSO";"3107901";"IBGE"
"MG";"BOM SUCESSO";"3108008";"IBGE"
"MG";"BONFIM";"3108107";"IBGE"
"MG";"BONFINÓPOLIS DE MINAS";"3108206";"IBGE"
"MG";"BONITO DE MINAS";"3108255";"IBGE"
"MG";"BORDA DA MATA";"3108305";"IBGE"
"MG";"BOTELHOS";"3108404";"IBGE"
"MG";"BOTUMIRIM";"3108503";"IBGE"
"MG";"BRÁS PIRES";"3108701";"IBGE"
"MG";"BRASILÂNDIA DE MINAS";"3108552";"IBGE"
"MG";"BRASÍLIA DE MINAS";"3108602";"IBGE"
"MG";"BRASOPOLIS";"3108909";"GRAFIA_ANTIGA"
"MG";"BRAÚNAS";"3108800";"IBGE"
"MG";"BRAZÓPOLIS";"3108909";"IBGE"
"MG";"BRUMADINHO";"3109006";"IBGE"
"MG";"BUENO BRANDÃO";"3109105";"IBGE"
"MG";"BUENÓPOLIS";"3109204";"IBGE"
"MG";"BUGRE";"3109253";"IBGE"
"MG";"BURITIS";"3109303";"IBGE"
"MG";"BURITIZEIRO";"3109402";"IBGE"
"MG";"CABECEIRA GRANDE";"3109451";"IBGE"
"MG";"CABO VERDE";"3109501";"IBGE"
"MG";"CACHOEIRA DA PRATA";"3109600";"IBGE"
"MG";"CACHOEIRA DE MINAS";"3109709";"IBGE"
"MG";"CACHOEIRA DE PAJEÚ";"3102704";"IBGE"
"MG";"CACHOEIRA DOURADA";"3109808";"IBGE"
"MG";"CAETANÓPOLIS";"3109907";"IBGE"
"MG";"CAETÉ";"3110004";"IBGE"
"MG";"CAIANA";"3110103";"IBGE"
"MG";"CAJURI";"3110202";"IBGE"
"MG";"CALDAS";"3110301";"IBGE"
"MG";"CAMACHO";"3110400";"IBGE"
"MG";"CAMANDUCAIA";"3110509";"IBGE"
"MG";"CAMBUÍ";"3110608";"IBGE"
"MG";"CAMBUQUIRA";"3110707";"IBGE"
"MG";"CAMPANÁRIO";"3110806";"IBGE"
"MG";"CAMPANHA";"3110905";"IBGE"
"MG";"CAMPESTRE";"3111002";"IBGE"
"MG";"CAMPINA VERDE";"3111101";"IBGE"
"MG";"CAMPO AZUL";"3111150";"IBGE"
"MG";"CAMPO BELO";"3111200";"IBGE"
"MG";"CAMPO DO MEIO";"3111309";"IBGE"
"MG";"CAMPO FLORIDO";"3111408";"IBGE"
"MG";"CAMPOS ALTOS";"3111507";"IBGE"
"MG";"CAMPOS GERAIS";"3111606";"IBGE"
"MG";"CANA VERDE";"3111903";"IBGE"
"MG";"CANAÃ";"3111705";"IBGE"
"MG";"CANÁPOLIS";"3111804";"IBGE"
"MG";"CANDEIAS";"3112000";"IBGE"
"MG";"CANTAGALO";"3112059";"IBGE"
"MG";"CAPARAÓ";"3112109";"IBGE"
"MG";"CAPELA NOVA";"3112208";"IBGE"
"MG";"CAPELINHA";"3112307";"IBGE"
"MG";"CAPETINGA";"3112406";"IBGE"
"MG";"CAPIM BRANCO";"3112505";"IBGE"
"MG";"CAPINÓPOLIS";"3112604";"IBGE"
"MG";"CAPITÃO ANDRADE";"3112653";"IBGE"
"MG";"CAPITÃO ENÉAS";"3112703";"IBGE"
"MG";"CAPITÓLIO";"3112802";"IBGE"
"MG";"CAPUTIRA";"3112901";"IBGE"
"MG";"CARAÍ";"3113008";"IBGE"
"MG";"CARANAÍBA";"3113107";"IBGE"
"MG";"CARANDAÍ";"3113206";"IBGE"
"MG";"CARANGOLA";"3113305";"IBGE"
"MG";"CARATINGA";"3113404";"IBGE"
"MG";"CARBONITA";"3113503";"IBGE"
"MG";"CAREAÇU";"3113602";"IBGE"
"MG";"CARLOS CHAGAS";"3113701";"IBGE"
"MG";"CARMÉSIA";"3113800";"IBGE"
"MG";"CARMO DA CACHOEIRA";"3113909";"IBGE"
"MG";"CARMO DA MATA";"3114006";"IBGE"
"MG";"CARMO DE MINAS";"3114105";"IBGE"
"MG";"CARMO DO CAJURU";"3114204";"IBGE"
"MG";"CARMO DO PARANAÍBA";"3114303";"IBGE"
"MG";"CARMO DO RIO CLARO";"3114402";"IBGE"
"MG";"CARMÓPOLIS DE MINAS";"3114501";"IBGE"
"MG";"CARNEIRINHO";"3114550";"IBGE"
"MG";"CARRANCAS";"3114600";"IBGE"
"MG";"CARVALHÓPOLIS";"3114709";"IBGE"
"MG";"CARVALHOS";"3114808";"IBGE"
"MG";"CASA GRANDE";"3114907";"IBGE"
"MG";"CASCALHO RICO";"3115003";"IBGE"
"MG";"CÁSSIA";"3115102";"IBGE"
"MG";"CATAGUASES";"3115300";"IBGE"
"MG";"CATAS ALTAS";"3115359";"IBGE"
"MG";"CATAS ALTAS DA NORUEGA";"3115409";"IBGE"
"MG";"CATUJI";"3115458";"IBGE"
"MG";"CATUTI";"3115474";"IBGE"
"MG";"CAXAMBU";"3115508";"IBGE"
"MG";"CEDRO DO ABAETÉ";"3115607";"IBGE"
"MG";"CENTRAL DE MINAS";"3115706";"IBGE"
"MG";"CENTRALINA";"3115805";"IBGE"
"MG";"CHÁCARA";"3115904";"IBGE"
"MG";"CHALÉ";"3116001";"IBGE"
"MG";"CHAPADA DO NORTE";"3116100";"IBGE"
"MG";"CHAPADA GAÚCHA";"3116159";"IBGE"
"MG";"CHIADOR";"3116209";"IBGE"
"MG";"CIPOTÂNEA";"3116308";"IBGE"
"MG";"CLARAVAL";"3116407";"IBGE"
"MG";"CLARO DOS POÇÕES";"3116506";"IBGE"
"MG";"CLÁUDIO";"3116605";"IBGE"
"MG";"COIMBRA";"3116704";"IBGE"
"MG";"COLUNA";"3116803";"IBGE"
"MG";"COMENDADOR GOMES";"3116902";"IBGE"
"MG";"COMERCINHO";"3117009";"IBGE"
"MG";"CONCEIÇÃO DA APARECIDA";"3117108";"IBGE"
"MG";"CONCEIÇÃO DA BARRA DE MINAS";"3115201";"IBGE"
"MG";"CONCEIÇÃO DAS ALAGOAS";"3117306";"IBGE"
"MG";"CONCEIÇÃO DAS PEDRAS";"3117207";"IBGE"
"MG";"CONCEIÇÃO DE IPANEMA";"3117405";"IBGE"
"MG";"CONCEIÇÃO DO MATO DENTRO";"3117504";"IBGE"
"MG";"CONCEIÇÃO DO PARÁ";"3117603";"IBGE"
"MG";"CONCEIÇÃO DO RIO VERDE";"3117702";"IBGE"
"MG";"CONCEIÇÃO DOS OUROS";"3117801";"IBGE"
"MG";"CÔNEGO MARINHO";"3117836";"IBGE"
"MG";"CONFINS";"3117876";"IBGE"
"MG";"CONGONHAL";"3117900";"IBGE"
"MG";"CONGONHAS";"3118007";"IBGE"
"MG";"CONGONHAS DO NORTE";"3118106";"IBGE"
"MG";"CONQUISTA";"3118205";"IBGE"
"MG";"CONSELHEIRO LAFAIETE";"3118304";"IBGE"
"MG";"CONSELHEIRO PENA";"3118403";"IBGE"
"MG";"CONSOLAÇÃO";"3118502";"IBGE"
"MG";"CONTAGEM";"3118601";"IBGE"
"MG";"COQUEIRAL";"3118700";"IBGE"
"MG";"CORAÇÃO DE JESUS";"3118809";"IBGE"
"MG";"CORDISBURGO";"3118908";"IBGE"
"MG";"CORDISLÂNDIA";"3119005";"IBGE"
"MG";"CORINTO";"3119104";"IBGE"
"MG";"COROACI";"3119203";"IBGE"
"MG";"COROMANDEL";"3119302";"IBGE"
"MG";"CORONEL FABRICIANO";"3119401";"IBGE"
"MG";"CORONEL MURTA";"3119500";"IBGE"
"MG";"CORONEL PACHECO";"3119609";"IBGE"
"MG";"CORONEL XAVIER CHAVES";"3119708";"IBGE"
"MG";"CÓRREGO DANTA";"3119807";"IBGE"
"MG";"CÓRREGO DO BOM JESUS";"3119906";"IBGE"
"MG";"CÓRREGO FUNDO";"3119955";"IBGE"
"MG";"CÓRREGO NOVO";"3120003";"IBGE"
"MG";"COUTO DE MAGALHÃES DE MINAS";"3120102";"IBGE"
"MG";"CRISÓLITA";"3120151";"IBGE"
"MG";"CRISTAIS";"3120201";"IBGE"
"MG";"CRISTÁLIA";"3120300";"IBGE"
"MG";"CRISTIANO OTONI";"3120409";"IBGE"
"MG";"CRISTINA";"3120508";"IBGE"
"MG";"CRUCILÂNDIA";"3120607";"IBGE"
"MG";"CRUZEIRO DA FORTALEZA";"3120706";"IBGE"
"MG";"CRUZÍLIA";"3120805";"IBGE"
"MG";"CUPARAQUE";"3120839";"IBGE"
"MG";"CURRAL DE DENTRO";"3120870";"IBGE"
"MG";"CURVELO";"3120904";"IBGE"
"MG";"DATAS";"3121001";"IBGE"
"MG";"DELFIM MOREIRA";"3121100";"IBGE"
"MG";"DELFINÓPOLIS";"3121209";"IBGE"
"MG";"DELTA";"3121258";"IBGE"
"MG";"DESCOBERTO";"3121308";"IBGE"
"MG";"DESTERRO DE ENTRE RIOS";"3121407";"IBGE"
"MG";"DESTERRO DO MELO";"3121506";"IBGE"
"MG";"DIAMANTINA";"3121605";"IBGE"
"MG";"DIOGO DE VASCONCELOS";"3121704";"IBGE"
"MG";"DIONÍSIO";"3121803";"IBGE"
"MG";"DIVINÉSIA";"3121902";"IBGE"
"MG";"DIVINO";"3122009";"IBGE"
"MG";"DIVINO DAS LARANJEIRAS";"3122108";"IBGE"
"MG";"DIVINOLÂNDIA DE MINAS";"3122207";"IBGE"
"MG";"DIVINÓPOLIS";"3122306";"IBGE"
"MG";"DIVISA ALEGRE";"3122355";"IBGE"
"MG";"DIVISA NOVA";"3122405";"IBGE"
"MG";"DIVISÓPOLIS";"3122454";"IBGE"
"MG";"DOM BOSCO";"3122470";"IBGE"
"MG";"DOM CAVATI";"3122504";"IBGE"
"MG";"DOM JOAQUIM";"3122603";"IBGE"
"MG";"DOM SILVÉRIO";"3122702";"IBGE"
"MG";"DOM VIÇOSO";"3122801";"IBGE"
"MG";"DONA EUZÉBIA";"3122900";"IBGE"
"MG";"DORES DE CAMPOS";"3123007";"IBGE"
"MG";"DORES DE GUANHÃES";"3123106";"IBGE"
"MG";"DORES DO INDAIÁ";"3123205";"IBGE"
"MG";"DORES DO TURVO";"3123304";"IBGE"
"MG";"DORESÓPOLIS";"3123403";"IBGE"
"MG";"DOURADOQUARA";"3123502";"IBGE"
"MG";"DURANDÉ";"3123528";"IBGE"
"MG";"ELÓI MENDES";"3123601";"IBGE"
"MG";"ENGENHEIRO CALDAS";"3123700";"IBGE"
"MG";"ENGENHEIRO NAVARRO";"3123809";"IBGE"
"MG";"ENTRE FOLHAS";"3123858";"IBGE"
"MG";"ENTRE RIOS DE MINAS";"3123908";"IBGE"
"MG";"ERVÁLIA";"3124005";"IBGE"
"MG";"ESMERALDAS";"3124104";"IBGE"
"MG";"ESPERA FELIZ";"3124203";"IBGE"
"MG";"ESPINOSA";"3124302";"IBGE"
"MG";"ESPÍRITO SANTO DO DOURADO";"3124401";"IBGE"
"MG";"ESTIVA";"3124500";"IBGE"
"MG";"ESTRELA DALVA";"3124609";"IBGE"
"MG";"ESTRELA DO INDAIÁ";"3124708";"IBGE"
"MG";"ESTRELA DO SUL";"3124807";"IBGE"
"MG";"EUGENÓPOLIS";"3124906";"IBGE"
"MG";"EWBANK DA CÂMARA";"3125002";"IBGE"
"MG";"EXTREMA";"3125101";"IBGE"
"MG";"FAMA";"3125200";"IBGE"
"MG";"FARIA LEMOS";"3125309";"IBGE"
"MG";"FELÍCIO DOS SANTOS";"3125408";"IBGE"
"MG";"FELISBURGO";"3125606";"IBGE"
"MG";"FELIXLÂNDIA";"3125705";"IBGE"
"MG";"FERNANDES TOURINHO";"3125804";"IBGE"
"MG";"FERROS";"3125903";"IBGE"
"MG";"FERVEDOURO";"3125952";"IBGE"
"MG";"FLORESTAL";"3126000";"IBGE"
"MG";"FORMIGA";"3126109";"IBGE"
"MG";"FORMOSO";"3126208";"IBGE"
"MG";"FORTALEZA DE MINAS";"3126307";"IBGE"
"MG";"FORTUNA DE MINAS";"3126406";"IBGE"
"MG";"FRANCISCO BADARÓ";"3126505";"IBGE"
"MG";"FRANCISCO DUMONT";"3126604";"IBGE"
"MG";"FRANCISCO SÁ";"3126703";"IBGE"
"MG";"FRANCISCÓPOLIS";"3126752";"IBGE"
"MG";"FREI GASPAR";"3126802";"IBGE"
"MG";"FREI INOCÊNCIO";"3126901";"IBGE"
"MG";"FREI LAGONEGRO";"3126950";"IBGE"
"MG";"FRONTEIRA";"3127008";"IBGE"
"MG";"FRONTEIRA DOS VALES";"3127057";"IBGE"
"MG";"FRUTA DE LEITE";"3127073";"IBGE"
"MG";"FRUTAL";"3127107";"IBGE"
"MG";"FUNILÂNDIA";"3127206";"IBGE"
"MG";"GALILÉIA";"3127305";"IBGE"
"MG";"GAMELEIRAS";"3127339";"IBGE"
"MG";"GLAUCILÂNDIA";"3127354";"IBGE"
"MG";"GOIABEIRA";"3127370";"IBGE"
"MG";"GOIANÁ";"3127388";"IBGE"
"MG";"GONÇALVES";"3127404";"IBGE"
"MG";"GONZAGA";"3127503";"IBGE"
"MG";"GOUVEIA";"3127602";"IBGE"
"MG";"GOVERNADOR VALADARES";"3127701";"IBGE"
"MG";"GRÃO MOGOL";"3127800";"IBGE"
"MG";"GRUPIARA";"3127909";"IBGE"
"MG";"GUANHÃES";"3128006";"IBGE"
"MG";"GUAPÉ";"3128105";"IBGE"
"MG";"GUARACIABA";"3128204";"IBGE"
"MG";"GUARACIAMA";"3128253";"IBGE"
"MG";"GUARANÉSIA";"3128303";"IBGE"
"MG";"GUARANI";"3128402";"IBGE"
"MG";"GUARARÁ";"3128501";"IBGE"
"MG";"GUARDA MOR";"3128600";"IBGE"
"MG";"GUAXUPÉ";"3128709";"IBGE"
"MG";"GUIDOVAL";"3128808";"IBGE"
"MG";"GUIMARÂNIA";"3128907";"IBGE"
"MG";"GUIRICEMA";"3129004";"IBGE"
"MG";"GURINHATÃ";"3129103";"IBGE"
"MG";"HELIODORA";"3129202";"IBGE"
"MG";"IAPU";"3129301";"IBGE"
"MG";"IBERTIOGA";"3129400";"IBGE"
"MG";"IBIÁ";"3129509";"IBGE"
"MG";"IBIAÍ";"3129608";"IBGE"
"MG";"IBIRACATU";"3129657";"IBGE"
"MG";"IBIRACI";"3129707";"IBGE"
"MG";"IBIRITÉ";"3129806";"IBGE"
"MG";"IBITIÚRA DE MINAS";"3129905";"IBGE"
"MG";"IBITURUNA";"3130002";"IBGE"
"MG";"ICARAÍ DE MINAS";"3130051";"IBGE"
"MG";"IGARAPÉ";"3130101";"IBGE"
"MG";"IGARATINGA";"3130200";"IBGE"
"MG";"IGUATAMA";"3130309";"IBGE"
"MG";"IJACI";"3130408";"IBGE"
"MG";"ILICÍNEA";"3130507";"IBGE"
"MG";"IMBÉ DE MINAS";"3130556";"IBGE"
"MG";"INCONFIDENTES";"3130606";"IBGE"
"MG";"INDAIABIRA";"3130655";"IBGE"
"MG";"INDIANÓPOLIS";"3130705";"IBGE"
"MG";"INGAÍ";"3130804";"IBGE"
"MG";"INHAPIM";"3130903";"IBGE"
"MG";"INHAÚMA";"3131000";"IBGE"
"MG";"INIMUTABA";"3131109";"IBGE"
