"uf";"nome_norm";"cod_municipio";"origem"
"AC";"ACRELÂNDIA";"1200013";"IBGE"
"AC";"ASSIS BRASIL";"1200054";"IBGE"
"AC";"BRASILÉIA";"1200104";"IBGE"
"AC";"BUJARI";"1200138";"IBGE"
"AC";"CAPIXABA";"1200179";"IBGE"
"AC";"CRUZEIRO DO SUL";"1200203";"IBGE"
"AC";"EPITACIOLÂNDIA";"1200252";"IBGE"
"AC";"FEIJÓ";"1200302";"IBGE"
"AC";"JORDÃO";"1200328";"IBGE"
"AC";"MÂNCIO LIMA";"1200336";"IBGE"
"AC";"MANOEL URBANO";"1200344";"IBGE"
"AC";"MARECHAL THAUMATURGO";"1200351";"IBGE"
"AC";"PLÁCIDO DE CASTRO";"1200385";"IBGE"
"AC";"PORTO ACRE";"1200807";"IBGE"
"AC";"PORTO WALTER";"1200393";"IBGE"
"AC";"RIO BRANCO";"1200401";"IBGE"
"AC";"RODRIGUES ALVES";"1200427";"IBGE"
"AC";"SANTA ROSA DO PURUS";"1200435";"IBGE"
"AC";"SENA MADUREIRA";"1200500";"IBGE"
"AC";"SENADOR GUIOMARD";"1200450";"IBGE"
"AC";"TARAUACÁ";"1200609";"IBGE"
"AC";"XAPURI";"1200708";"IBGE"
"AL";"ÁGUA BRANCA";"2700102";"IBGE"
"AL";"ANADIA";"2700201";"IBGE"
"AL";"ARAPIRACA";"2700300";"IBGE"
"AL";"ATALAIA";"2700409";"IBGE"
"AL";"BARRA DE SANTO ANTÔNIO";"2700508";"IBGE"
"AL";"BARRA DE SÃO MIGUEL";"2700607";"IBGE"
"AL";"BATALHA";"2700706";"IBGE"
"AL";"BELÉM";"2700805";"IBGE"
"AL";"BELO MONTE";"2700904";"IBGE"
"AL";"BOCA DA MATA";"2701001";"IBGE"
"AL";"BRANQUINHA";"2701100";"IBGE"
"AL";"CACIMBINHAS";"2701209";"IBGE"
"AL";"CAJUEIRO";"2701308";"IBGE"
"AL";"CAMPESTRE";"2701357";"IBGE"
"AL";"CAMPO ALEGRE";"2701407";"IBGE"
"AL";"CAMPO GRANDE";"2701506";"IBGE"
"AL";"CANAPI";"2701605";"IBGE"
"AL";"CAPELA";"2701704";"IBGE"
"AL";"CARNEIROS";"2701803";"IBGE"
"AL";"CHÃ PRETA";"2701902";"IBGE"
"AL";"COITÉ DO NÓIA";"2702009";"IBGE"
"AL";"COLÔNIA LEOPOLDINA";"2702108";"IBGE"
"AL";"COQUEIRO SECO";"2702207";"IBGE"
"AL";"CORURIPE";"2702306";"IBGE"
"AL";"CRAÍBAS";"2702355";"IBGE"
"AL";"DELMIRO GOUVEIA";"2702405";"IBGE"
"AL";"DOIS RIACHOS";"2702504";"IBGE"
"AL";"ESTRELA DE ALAGOAS";"2702553";"IBGE"
"AL";"FEIRA GRANDE";"2702603";"IBGE"
"AL";"FELIZ DESERTO";"2702702";"IBGE"
"AL";"FLEXEIRAS";"2702801";"IBGE"
"AL";"GIRAU DO PONCIANO";"2702900";"IBGE"
"AL";"IBATEGUARA";"2703007";"IBGE"
"AL";"IGACI";"2703106";"IBGE"
"AL";"IGREJA NOVA";"2703205";"IBGE"
"AL";"INHAPI";"2703304";"IBGE"
"AL";"JACARÉ DOS HOMENS";"2703403";"IBGE"
"AL";"JACUÍPE";"2703502";"IBGE"
"AL";"JAPARATINGA";"2703601";"IBGE"
"AL";"JARAMATAIA";"2703700";"IBGE"
"AL";"JEQUIÁ DA PRAIA";"2703759";"IBGE"
"AL";"JOAQUIM GOMES";"2703809";"IBGE"
"AL";"JUNDIÁ";"2703908";"IBGE"
"AL";"JUNQUEIRO";"2704005";"IBGE"
"AL";"LAGOA DA CANOA";"2704104";"IBGE"
"AL";"LIMOEIRO DE ANADIA";"2704203";"IBGE"
"AL";"MACEIÓ";"2704302";"IBGE"
"AL";"MAJOR ISIDORO";"2704401";"IBGE"
"AL";"MAR VERMELHO";"2704906";"IBGE"
"AL";"MARAGOGI";"2704500";"IBGE"
"AL";"MARAVILHA";"2704609";"IBGE"
"AL";"MARECHAL DEODORO";"2704708";"IBGE"
"AL";"MARIBONDO";"2704807";"IBGE"
"AL";"MATA GRANDE";"2705002";"IBGE"
"AL";"MATRIZ DE CAMARAGIBE";"2705101";"IBGE"
"AL";"MESSIAS";"2705200";"IBGE"
"AL";"MINADOR DO NEGRÃO";"2705309";"IBGE"
"AL";"MONTEIRÓPOLIS";"2705408";"IBGE"
"AL";"MURICI";"2705507";"IBGE"
"AL";"NOVO LINO";"2705606";"IBGE"
"AL";"OLHO D ÁGUA DAS FLORES";"2705705";"IBGE"
"AL";"OLHO D ÁGUA DO CASADO";"2705804";"IBGE"
"AL";"OLHO D ÁGUA GRANDE";"2705903";"IBGE"
"AL";"OLIVENÇA";"2706000";"IBGE"
"AL";"OURO BRANCO";"2706109";"IBGE"
"AL";"PALESTINA";"2706208";"IBGE"
"AL";"PALMEIRA DOS ÍNDIOS";"2706307";"IBGE"
"AL";"PÃO DE AÇÚCAR";"2706406";"IBGE"
"AL";"PARICONHA";"2706422";"IBGE"
"AL";"PARIPUEIRA";"2706448";"IBGE"
"AL";"PASSO DE CAMARAGIBE";"2706505";"IBGE"
"AL";"PAULO JACINTO";"2706604";"IBGE"
"AL";"PENEDO";"2706703";"IBGE"
"AL";"PIAÇABUÇU";"2706802";"IBGE"
"AL";"PILAR";"2706901";"IBGE"
"AL";"PINDOBA";"2707008";"IBGE"
"AL";"PIRANHAS";"2707107";"IBGE"
"AL";"POÇO DAS TRINCHEIRAS";"2707206";"IBGE"
"AL";"PORTO CALVO";"2707305";"IBGE"
"AL";"PORTO DE PEDRAS";"2707404";"IBGE"
"AL";"PORTO REAL DO COLÉGIO";"2707503";"IBGE"
"AL";"QUEBRANGULO";"2707602";"IBGE"
"AL";"RIO LARGO";"2707701";"IBGE"
"AL";"ROTEIRO";"2707800";"IBGE"
"AL";"SANTA LUZIA DO NORTE";"2707909";"IBGE"
"AL";"SANTANA DO IPANEMA";"2708006";"IBGE"
"AL";"SANTANA DO MUNDAÚ";"2708105";"IBGE"
"AL";"SÃO BRÁS";"2708204";"IBGE"
"AL";"SÃO JOSÉ DA LAJE";"2708303";"IBGE"
"AL";"SÃO JOSÉ DA TAPERA";"2708402";"IBGE"
"AL";"SÃO LUÍS DO QUITUNDE";"2708501";"IBGE"
"AL";"SÃO MIGUEL DOS CAMPOS";"2708600";"IBGE"
"AL";"SÃO MIGUEL DOS MILAGRES";"2708709";"IBGE"
"AL";"SÃO SEBASTIÃO";"2708808";"IBGE"
"AL";"SATUBA";"2708907";"IBGE"
"AL";"SENADOR RUI PALMEIRA";"2708956";"IBGE"
"AL";"TANQUE D ARCA";"2709004";"IBGE"
"AL";"TAQUARANA";"2709103";"IBGE"
"AL";"TEOTÔNIO VILELA";"2709152";"IBGE"
"AL";"TRAIPU";"2709202";"IBGE"
"AL";"UNIÃO DOS PALMARES";"2709301";"IBGE"
"AL";"VIÇOSA";"2709400";"IBGE"
"AM";"ALVARÃES";"1300029";"IBGE"
"AM";"AMATURÁ";"1300060";"IBGE"
"AM";"ANAMÃ";"1300086";"IBGE"
"AM";"ANORI";"1300102";"IBGE"
"AM";"APUÍ";"1300144";"IBGE"
"AM";"ATALAIA DO NORTE";"1300201";"IBGE"
"AM";"AUTAZES";"1300300";"IBGE"
"AM";"BARCELOS";"1300409";"IBGE"
"AM";"BARREIRINHA";"1300508";"IBGE"
"AM";"BENJAMIN CONSTANT";"1300607";"IBGE"
"AM";"BERURI";"1300631";"IBGE"
"AM";"BOA VISTA DO RAMOS";"1300680";"IBGE"
"AM";"BOCA DO ACRE";"1300706";"IBGE"
"AM";"BORBA";"1300805";"IBGE"
"AM";"CAAPIRANGA";"1300839";"IBGE"
"AM";"CANUTAMA";"1300904";"IBGE"
"AM";"CARAUARI";"1301001";"IBGE"
"AM";"CAREIRO";"1301100";"IBGE"
"AM";"CAREIRO DA VÁRZEA";"1301159";"IBGE"
"AM";"COARI";"1301209";"IBGE"
"AM";"CODAJÁS";"1301308";"IBGE"
"AM";"EIRUNEPÉ";"1301407";"IBGE"
"AM";"ENVIRA";"1301506";"IBGE"
"AM";"FONTE BOA";"1301605";"IBGE"
"AM";"GUAJARÁ";"1301654";"IBGE"
"AM";"HUMAITÁ";"1301704";"IBGE"
"AM";"IPIXUNA";"1301803";"IBGE"
"AM";"IRANDUBA";"1301852";"IBGE"
"AM";"ITACOATIARA";"1301902";"IBGE"
"AM";"ITAMARATI";"1301951";"IBGE"
"AM";"ITAPIRANGA";"1302009";"IBGE"
"AM";"JAPURÁ";"1302108";"IBGE"
"AM";"JURUÁ";"1302207";"IBGE"
"AM";"JUTAÍ";"1302306";"IBGE"
"AM";"LÁBREA";"1302405";"IBGE"
"AM";"MANACAPURU";"1302504";"IBGE"
"AM";"MANAQUIRI";"1302553";"IBGE"
"AM";"MANAUS";"1302603";"IBGE"
"AM";"MANICORÉ";"1302702";"IBGE"
"AM";"MARAÃ";"1302801";"IBGE"
"AM";"MAUÉS";"1302900";"IBGE"
"AM";"NHAMUNDÁ";"1303007";"IBGE"
"AM";"NOVA OLINDA DO NORTE";"1303106";"IBGE"
"AM";"NOVO AIRÃO";"1303205";"IBGE"
"AM";"NOVO ARIPUANÃ";"1303304";"IBGE"
"AM";"PARINTINS";"1303403";"IBGE"
"AM";"PAUINI";"1303502";"IBGE"
"AM";"PRESIDENTE FIGUEIREDO";"1303536";"IBGE"
"AM";"RIO PRETO DA EVA";"1303569";"IBGE"
"AM";"SANTA ISABEL DO RIO NEGRO";"1303601";"IBGE"
"AM";"SANTO ANTÔNIO DO IÇÁ";"1303700";"IBGE"
"AM";"SÃO GABRIEL DA CACHOEIRA";"1303809";"IBGE"
"AM";"SÃO PAULO DE OLIVENÇA";"1303908";"IBGE"
"AM";"SÃO SEBASTIÃO DO UATUMÃ";"1303957";"IBGE"
"AM";"SILVES";"1304005";"IBGE"
"AM";"TABATINGA";"1304062";"IBGE"
"AM";"TAPAUÁ";"1304104";"IBGE"
"AM";"TEFÉ";"1304203";"IBGE"
"AM";"TONANTINS";"1304237";"IBGE"
"AM";"UARINI";"1304260";"IBGE"
"AM";"URUCARÁ";"1304302";"IBGE"
"AM";"URUCURITUBA";"1304401";"IBGE"
"AP";"AMAPÁ";"1600105";"IBGE"
"AP";"CALÇOENE";"1600204";"IBGE"
"AP";"CUTIAS";"1600212";"IBGE"
"AP";"FERREIRA GOMES";"1600238";"IBGE"
"AP";"ITAUBAL";"1600253";"IBGE"
"AP";"LARANJAL DO JARI";"1600279";"IBGE"
"AP";"MACAPÁ";"1600303";"IBGE"
"AP";"MAZAGÃO";"1600402";"IBGE"
"AP";"OIAPOQUE";"1600501";"IBGE"
"AP";"PEDRA BRANCA DO AMAPARI";"1600154";"IBGE"
"AP";"PORTO GRANDE";"1600535";"IBGE"
"AP";"PRACUÚBA";"1600550";"IBGE"
"AP";"SANTANA";"1600600";"IBGE"
"AP";"SERRA DO NAVIO";"1600055";"IBGE"
"AP";"TARTARUGALZINHO";"1600709";"IBGE"
"AP";"VITÓRIA DO JARI";"1600808";"IBGE"
"BA";"ABAÍRA";"2900108";"IBGE"
"BA";"ABARÉ";"2900207";"IBGE"
"BA";"ACAJUTIBA";"2900306";"IBGE"
"BA";"ADUSTINA";"2900355";"IBGE"
"BA";"ÁGUA FRIA";"2900405";"IBGE"
"BA";"AIQUARA";"2900603";"IBGE"
"BA";"ALAGOINHAS";"2900702";"IBGE"
"BA";"ALCOBAÇA";"2900801";"IBGE"
"BA";"ALMADINA";"2900900";"IBGE"
"BA";"AMARGOSA";"2901007";"IBGE"
"BA";"AMÉLIA RODRIGUES";"2901106";"IBGE"
"BA";"AMÉRICA DOURADA";"2901155";"IBGE"
"BA";"ANAGÉ";"2901205";"IBGE"
"BA";"ANDARAÍ";"2901304";"IBGE"
"BA";"ANDORINHA";"2901353";"IBGE"
"BA";"ANGICAL";"2901403";"IBGE"
"BA";"ANGUERA";"2901502";"IBGE"
"BA";"ANTAS";"2901601";"IBGE"
"BA";"ANTÔNIO CARDOSO";"2901700";"IBGE"
"BA";"ANTÔNIO GONÇALVES";"2901809";"IBGE"
"BA";"APORÁ";"2901908";"IBGE"
"BA";"APUAREMA";"2901957";"IBGE"
"BA";"ARAÇÁS";"2902054";"IBGE"
"BA";"ARACATU";"2902005";"IBGE"
"BA";"ARACI";"2902104";"IBGE"
"BA";"ARAMARI";"2902203";"IBGE"
"BA";"ARATACA";"2902252";"IBGE"
"BA";"ARATUÍPE";"2902302";"IBGE"
"BA";"AREMBEPE";"2905701";"REGIAO_ADM"
"BA";"AURELINO LEAL";"2902401";"IBGE"
"BA";"BAIANÓPOLIS";"2902500";"IBGE"
"BA";"BAIXA GRANDE";"2902609";"IBGE"
"BA";"BANZAÊ";"2902658";"IBGE"
"BA";"BARRA";"2902708";"IBGE"
"BA";"BARRA DA ESTIVA";"2902807";"IBGE"
"BA";"BARRA DO CHOÇA";"2902906";"IBGE"
"BA";"BARRA DO MENDES";"2903003";"IBGE"
"BA";"BARRA DO ROCHA";"2903102";"IBGE"
"BA";"BARREIRAS";"2903201";"IBGE"
"BA";"BARRO ALTO";"2903235";"IBGE"
"BA";"BARRO PRETO";"2903300";"IBGE"
"BA";"BARROCAS";"2903276";"IBGE"
"BA";"BELMONTE";"2903409";"IBGE"
"BA";"BELO CAMPO";"2903508";"IBGE"
"BA";"BIRITINGA";"2903607";"IBGE"
"BA";"BOA NOVA";"2903706";"IBGE"
"BA";"BOA VISTA DO TUPIM";"2903805";"IBGE"
"BA";"BOM JESUS DA LAPA";"2903904";"IBGE"
"BA";"BOM JESUS DA SERRA";"2903953";"IBGE"
"BA";"BONINAL";"2904001";"IBGE"
"BA";"BONITO";"2904050";"IBGE"
"BA";"BOQUIRA";"2904100";"IBGE"
"BA";"BOTUPORÃ";"2904209";"IBGE"
"BA";"BREJÕES";"2904308";"IBGE"
"BA";"BREJOLÂNDIA";"2904407";"IBGE"
"BA";"BROTAS DE MACAÚBAS";"2904506";"IBGE"
"BA";"BRUMADO";"2904605";"IBGE"
"BA";"BUERAREMA";"2904704";"IBGE"
"BA";"BURITIRAMA";"2904753";"IBGE"
"BA";"CAATIBA";"2904803";"IBGE"
"BA";"CABACEIRAS DO PARAGUAÇU";"2904852";"IBGE"
"BA";"CACHOEIRA";"2904902";"IBGE"
"BA";"CACULÉ";"2905008";"IBGE"
"BA";"CAÉM";"2905107";"IBGE"
"BA";"CAETANOS";"2905156";"IBGE"
"BA";"CAETITÉ";"2905206";"IBGE"
"BA";"CAFARNAUM";"2905305";"IBGE"
"BA";"CAIRU";"2905404";"IBGE"
"BA";"CALDEIRÃO GRANDE";"2905503";"IBGE"
"BA";"CAMACAN";"2905602";"IBGE"
"BA";"CAMAÇARI";"2905701";"IBGE"
"BA";"CAMAMU";"2905800";"IBGE"
"BA";"CAMPO ALEGRE DE LOURDES";"2905909";"IBGE"
"BA";"CAMPO FORMOSO";"2906006";"IBGE"
"BA";"CANÁPOLIS";"2906105";"IBGE"
"BA";"CANARANA";"2906204";"IBGE"
"BA";"CANAVIEIRAS";"2906303";"IBGE"
"BA";"CANDEAL";"2906402";"IBGE"
"BA";"CANDEIAS";"2906501";"IBGE"
"BA";"CANDIBA";"2906600";"IBGE"
"BA";"CÂNDIDO SALES";"2906709";"IBGE"
"BA";"CANSANÇÃO";"2906808";"IBGE"
"BA";"CANUDOS";"2906824";"IBGE"
"BA";"CAPELA DO ALTO ALEGRE";"2906857";"IBGE"
"BA";"CAPIM GROSSO";"2906873";"IBGE"
"BA";"CARAÍBAS";"2906899";"IBGE"
"BA";"CARAVELAS";"2906907";"IBGE"
"BA";"CARDEAL DA SILVA";"2907004";"IBGE"
"BA";"CARINHANHA";"2907103";"IBGE"
"BA";"CASA NOVA";"2907202";"IBGE"
"BA";"CASTRO ALVES";"2907301";"IBGE"
"BA";"CATOLÂNDIA";"2907400";"IBGE"
"BA";"CATU";"2907509";"IBGE"
"BA";"CATURAMA";"2907558";"IBGE"
"BA";"CENTRAL";"2907608";"IBGE"
"BA";"CHORROCHÓ";"2907707";"IBGE"
"BA";"CÍCERO DANTAS";"2907806";"IBGE"
"BA";"CIPÓ";"2907905";"IBGE"
"BA";"COARACI";"2908002";"IBGE"
"BA";"COCOS";"2908101";"IBGE"
"BA";"CONCEIÇÃO DA FEIRA";"2908200";"IBGE"
"BA";"CONCEIÇÃO DO ALMEIDA";"2908309";"IBGE"
"BA";"CONCEIÇÃO DO COITÉ";"2908408";"IBGE"
"BA";"CONCEIÇÃO DO JACUÍPE";"2908507";"IBGE"
"BA";"CONDE";"2908606";"IBGE"
"BA";"CONDEÚBA";"2908705";"IBGE"
"BA";"CONTENDAS DO SINCORÁ";"2908804";"IBGE"
"BA";"CORAÇÃO DE MARIA";"2908903";"IBGE"
"BA";"CORDEIROS";"2909000";"IBGE"
"BA";"CORIBE";"2909109";"IBGE"
"BA";"CORONEL JOÃO SÁ";"2909208";"IBGE"
"BA";"CORRENTINA";"2909307";"IBGE"
"BA";"COTEGIPE";"2909406";"IBGE"
"BA";"CRAVOLÂNDIA";"2909505";"IBGE"
"BA";"CRISÓPOLIS";"2909604";"IBGE"
"BA";"CRISTÓPOLIS";"2909703";"IBGE"
"BA";"CRUZ DAS ALMAS";"2909802";"IBGE"
"BA";"CURAÇÁ";"2909901";"IBGE"
"BA";"DÁRIO MEIRA";"2910008";"IBGE"
"BA";"DIAS D ÁVILA";"2910057";"IBGE"
"BA";"DOM BASÍLIO";"2910107";"IBGE"
"BA";"DOM MACEDO COSTA";"2910206";"IBGE"
"BA";"ELÍSIO MEDRADO";"2910305";"IBGE"
"BA";"ENCRUZILHADA";"2910404";"IBGE"
"BA";"ENTRE RIOS";"2910503";"IBGE"
"BA";"ÉRICO CARDOSO";"2900504";"IBGE"
"BA";"ESPLANADA";"2910602";"IBGE"
"BA";"EUCLIDES DA CUNHA";"2910701";"IBGE"
"BA";"EUNÁPOLIS";"2910727";"IBGE"
"BA";"FÁTIMA";"2910750";"IBGE"
"BA";"FEIRA DA MATA";"2910776";"IBGE"
"BA";"FEIRA DE SANTANA";"2910800";"IBGE"
"BA";"FILADÉLFIA";"2910859";"IBGE"
"BA";"FIRMINO ALVES";"2910909";"IBGE"
"BA";"FLORESTA AZUL";"2911006";"IBGE"
"BA";"FORMOSA DO RIO PRETO";"2911105";"IBGE"
"BA";"GANDU";"2911204";"IBGE"
"BA";"GAVIÃO";"2911253";"IBGE"
"BA";"GENTIO DO OURO";"2911303";"IBGE"
"BA";"GLÓRIA";"2911402";"IBGE"
"BA";"GONGOGI";"2911501";"IBGE"
"BA";"GOVERNADOR MANGABEIRA";"2911600";"IBGE"
"BA";"GUAJERU";"2911659";"IBGE"
"BA";"GUANAMBI";"2911709";"IBGE"
"BA";"GUARATINGA";"2911808";"IBGE"
"BA";"HELIÓPOLIS";"2911857";"IBGE"
"BA";"IAÇU";"2911907";"IBGE"
"BA";"IBIASSUCÊ";"2912004";"IBGE"
"BA";"IBICARAÍ";"2912103";"IBGE"
"BA";"IBICOARA";"2912202";"IBGE"
"BA";"IBICUÍ";"2912301";"IBGE"
"BA";"IBIPEBA";"2912400";"IBGE"
"BA";"IBIPITANGA";"2912509";"IBGE"
"BA";"IBIQUERA";"2912608";"IBGE"
"BA";"IBIRAPITANGA";"2912707";"IBGE"
"BA";"IBIRAPUÃ";"2912806";"IBGE"
"BA";"IBIRATAIA";"2912905";"IBGE"
"BA";"IBITIARA";"2913002";"IBGE"
"BA";"IBITITÁ";"2913101";"IBGE"
"BA";"IBOTIRAMA";"2913200";"IBGE"
"BA";"ICHU";"2913309";"IBGE"
"BA";"IGAPORÃ";"2913408";"IBGE"
"BA";"IGRAPIÚNA";"2913457";"IBGE"
"BA";"IGUAÍ";"2913507";"IBGE"
"BA";"ILHÉUS";"2913606";"IBGE"
"BA";"INHAMBUPE";"2913705";"IBGE"
"BA";"IPECAETÁ";"2913804";"IBGE"
"BA";"IPIAÚ";"2913903";"IBGE"
"BA";"IPIRÁ";"2914000";"IBGE"
"BA";"IPUPIARA";"2914109";"IBGE"
"BA";"IRAJUBA";"2914208";"IBGE"
"BA";"IRAMAIA";"2914307";"IBGE"
"BA";"IRAQUARA";"2914406";"IBGE"
"BA";"IRARÁ";"2914505";"IBGE"
"BA";"IRECÊ";"2914604";"IBGE"
"BA";"ITABELA";"2914653";"IBGE"
"BA";"ITABERABA";"2914703";"IBGE"
"BA";"ITABUNA";"2914802";"IBGE"
"BA";"ITACARÉ";"2914901";"IBGE"
"BA";"ITAETÉ";"2915007";"IBGE"
"BA";"ITAGI";"2915106";"IBGE"
"BA";"ITAGIBÁ";"2915205";"IBGE"
"BA";"ITAGIMIRIM";"2915304";"IBGE"
"BA";"ITAGUAÇU DA BAHIA";"2915353";"IBGE"
"BA";"ITAJU DO COLÔNIA";"2915403";"IBGE"
"BA";"ITAJUÍPE";"2915502";"IBGE"
"BA";"ITAMARAJU";"2915601";"IBGE"
"BA";"ITAMARI";"2915700";"IBGE"
"BA";"ITAMBÉ";"2915809";"IBGE"
"BA";"ITANAGRA";"2915908";"IBGE"
"BA";"ITANHÉM";"2916005";"IBGE"
"BA";"ITAPARICA";"2916104";"IBGE"
"BA";"ITAPÉ";"2916203";"IBGE"
"BA";"ITAPEBI";"2916302";"IBGE"
"BA";"ITAPETINGA";"2916401";"IBGE"
"BA";"ITAPICURU";"2916500";"IBGE"
"BA";"ITAPITANGA";"2916609";"IBGE"
"BA";"ITAQUARA";"2916708";"IBGE"
"BA";"ITARANTIM";"2916807";"IBGE"
"BA";"ITATIM";"2916856";"IBGE"
"BA";"ITIRUÇU";"2916906";"IBGE"
"BA";"ITIÚBA";"2917003";"IBGE"
"BA";"ITORORÓ";"2917102";"IBGE"
"BA";"ITUAÇU";"2917201";"IBGE"
"BA";"ITUBERÁ";"2917300";"IBGE"
"BA";"IUIU";"2917334";"IBGE"
"BA";"JABORANDI";"2917359";"IBGE"
"BA";"JACARACI";"2917409";"IBGE"
"BA";"JACOBINA";"2917508";"IBGE"
"BA";"JAGUAQUARA";"2917607";"IBGE"
"BA";"JAGUARARI";"2917706";"IBGE"
"BA";"JAGUARIPE";"2917805";"IBGE"
"BA";"JANDAÍRA";"2917904";"IBGE"
"BA";"JEQUIÉ";"2918001";"IBGE"
"BA";"JEREMOABO";"2918100";"IBGE"
"BA";"JIQUIRIÇÁ";"2918209";"IBGE"
"BA";"JITAÚNA";"2918308";"IBGE"
"BA";"JOÃO DOURADO";"2918357";"IBGE"
"BA";"JUAZEIRO";"2918407";"IBGE"
"BA";"JUCURUÇU";"2918456";"IBGE"
"BA";"JUSSARA";"2918506";"IBGE"
"BA";"JUSSARI";"2918555";"IBGE"
"BA";"JUSSIAPE";"2918605";"IBGE"
"BA";"LAFAIETE COUTINHO";"2918704";"IBGE"
"BA";"LAGOA REAL";"2918753";"IBGE"
"BA";"LAJE";"2918803";"IBGE"
"BA";"LAJEDÃO";"2918902";"IBGE"
"BA";"LAJEDINHO";"2919009";"IBGE"
"BA";"LAJEDO DO TABOCAL";"2919058";"IBGE"
"BA";"LAMARÃO";"2919108";"IBGE"
"BA";"LAPÃO";"2919157";"IBGE"
"BA";"LAURO DE FREITAS";"2919207";"IBGE"
"BA";"LENÇÓIS";"2919306";"IBGE"
"BA";"LICÍNIO DE ALMEIDA";"2919405";"IBGE"
"BA";"LIVRAMENTO DE NOSSA SENHORA";"2919504";"IBGE"
"BA";"LUÍS EDUARDO MAGALHÃES";"2919553";"IBGE"
"BA";"MACAJUBA";"2919603";"IBGE"
"BA";"MACARANI";"2919702";"IBGE"
"BA";"MACAÚBAS";"2919801";"IBGE"
"BA";"MACURURÉ";"2919900";"IBGE"
"BA";"MADRE DE DEUS";"2919926";"IBGE"
"BA";"MAETINGA";"2919959";"IBGE"
"BA";"MAIQUINIQUE";"2920007";"IBGE"
"BA";"MAIRI";"2920106";"IBGE"
"BA";"MALHADA";"2920205";"IBGE"
"BA";"MALHADA DE PEDRAS";"2920304";"IBGE"
"BA";"MANOEL VITORINO";"2920403";"IBGE"
"BA";"MANSIDÃO";"2920452";"IBGE"
"BA";"MARACÁS";"2920502";"IBGE"
"BA";"MARAGOGIPE";"2920601";"IBGE"
"BA";"MARAÚ";"2920700";"IBGE"
"BA";"MARCIONÍLIO SOUZA";"2920809";"IBGE"
"BA";"MASCOTE";"2920908";"IBGE"
"BA";"MATA DE SÃO JOÃO";"2921005";"IBGE"
"BA";"MATINA";"2921054";"IBGE"
"BA";"MEDEIROS NETO";"2921104";"IBGE"
"BA";"MIGUEL CALMON";"2921203";"IBGE"
"BA";"MILAGRES";"2921302";"IBGE"
"BA";"MIRANGABA";"2921401";"IBGE"
"BA";"MIRANTE";"2921450";"IBGE"
"BA";"MONTE SANTO";"2921500";"IBGE"
"BA";"MORPARÁ";"2921609";"IBGE"
"BA";"MORRO DO CHAPÉU";"2921708";"IBGE"
"BA";"MORTUGABA";"2921807";"IBGE"
"BA";"MUCUGÊ";"2921906";"IBGE"
"BA";"MUCURI";"2922003";"IBGE"
"BA";"MULUNGU DO MORRO";"2922052";"IBGE"
"BA";"MUNDO NOVO";"2922102";"IBGE"
"BA";"MUNIZ FERREIRA";"2922201";"IBGE"
"BA";"MUQUÉM DO SÃO FRANCISCO";"2922250";"IBGE"
"BA";"MURITIBA";"2922300";"IBGE"
"BA";"MUTUÍPE";"2922409";"IBGE"
"BA";"NAZARÉ";"2922508";"IBGE"
"BA";"NILO PEÇANHA";"2922607";"IBGE"
"BA";"NORDESTINA";"2922656";"IBGE"
"BA";"NOVA CANAÃ";"2922706";"IBGE"
"BA";"NOVA FÁTIMA";"2922730";"IBGE"
"BA";"NOVA IBIÁ";"2922755";"IBGE"
"BA";"NOVA ITARANA";"2922805";"IBGE"
"BA";"NOVA REDENÇÃO";"2922854";"IBGE"
"BA";"NOVA SOURE";"2922904";"IBGE"
"BA";"NOVA VIÇOSA";"2923001";"IBGE"
"BA";"NOVO HORIZONTE";"2923035";"IBGE"
"BA";"NOVO TRIUNFO";"2923050";"IBGE"
"BA";"OLINDINA";"2923100";"IBGE"
"BA";"OLIVEIRA DOS BREJINHOS";"2923209";"IBGE"
"BA";"OURIÇANGAS";"2923308";"IBGE"
"BA";"OUROLÂNDIA";"2923357";"IBGE"
"BA";"PALMAS DE MONTE ALTO";"2923407";"IBGE"
"BA";"PALMEIRAS";"2923506";"IBGE"
"BA";"PARAMIRIM";"2923605";"IBGE"
"BA";"PARATINGA";"2923704";"IBGE"
"BA";"PARIPIRANGA";"2923803";"IBGE"
"BA";"PAU BRASIL";"2923902";"IBGE"
"BA";"PAULO AFONSO";"2924009";"IBGE"
"BA";"PÉ DE SERRA";"2924058";"IBGE"
"BA";"PEDRÃO";"2924108";"IBGE"
"BA";"PEDRO ALEXANDRE";"2924207";"IBGE"
"BA";"PIATÃ";"2924306";"IBGE"
"BA";"PILÃO ARCADO";"2924405";"IBGE"
"BA";"PINDAÍ";"2924504";"IBGE"
"BA";"PINDOBAÇU";"2924603";"IBGE"
"BA";"PINTADAS";"2924652";"IBGE"
"BA";"PIRAÍ DO NORTE";"2924678";"IBGE"
"BA";"PIRIPÁ";"2924702";"IBGE"
"BA";"PIRITIBA";"2924801";"IBGE"
"BA";"PLANALTINO";"2924900";"IBGE"
"BA";"PLANALTO";"2925006";"IBGE"
"BA";"POÇÕES";"2925105";"IBGE"
"BA";"POJUCA";"2925204";"IBGE"
"BA";"PONTO NOVO";"2925253";"IBGE"
"BA";"PORTO SEGURO";"2925303";"IBGE"
"BA";"POTIRAGUÁ";"2925402";"IBGE"
"BA";"PRADO";"2925501";"IBGE"
"BA";"PRESIDENTE DUTRA";"2925600";"IBGE"
