"cod_municipio";"pea_total";"ano_base_pea";"populacao";"ano_base_pop";"pib_total_reais";"ano_base_pib";"num_supermercados";"supermercados_pessoal_ocupado";"supermercados_massa_salarial_reais";"ano_base_supermercados";"atualizado_em"
"2401503";"1482,00";"2010";"3986,00";"2022";"55408000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2401602";"1925,00";"2010";"4807,00";"2022";"120353000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2401651";"1033,00";"2010";"2306,00";"2022";"229572000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2401701";"3787,00";"2010";"9952,00";"2022";"130763000,00";"2022";"3";"33";"1439000,00";"2024";"21/07/2026 15:42:59"
"2401800";"4617,00";"2010";"12202,00";"2022";"165970000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2401859";"2123,00";"2010";"6293,00";"2022";"115655000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2401909";"977,00";"2010";"3268,00";"2022";"197692000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2402006";"31183,00";"2010";"61146,00";"2022";"1598739000,00";"2022";"17";"516";"12945000,00";"2024";"21/07/2026 15:42:59"
"2402105";"2968,00";"2010";"10215,00";"2022";"120903000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2402204";"11316,00";"2010";"29668,00";"2022";"639755000,00";"2022";"3";"6";"20000,00";"2024";"21/07/2026 15:42:59"
"2402303";"7599,00";"2010";"19727,00";"2022";"538285000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2402402";"3535,00";"2010";"7992,00";"2022";"142820000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2402501";"3860,00";"2010";"9714,00";"2022";"302478000,00";"2022";"4";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2402600";"25216,00";"2010";"79115,00";"2022";"1186374000,00";"2022";"8";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2402709";"5086,00";"2010";"11000,00";"2022";"171108000,00";"2022";"6";"11";"68000,00";"2024";"21/07/2026 15:42:59"
"2402808";"2214,00";"2010";"5117,00";"2022";"58596000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2402907";"1970,00";"2010";"4237,00";"2022";"46989000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2403004";"4031,00";"2010";"8005,00";"2022";"141940000,00";"2022";"3";"58";"1258000,00";"2024";"21/07/2026 15:42:59"
"2403103";"18732,00";"2010";"41313,00";"2022";"930342000,00";"2022";"15";"463";"14766000,00";"2024";"21/07/2026 15:42:59"
"2403202";"3414,00";"2010";"7044,00";"2022";"91969000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2403251";"100577,00";"2010";"252716,00";"2022";"7490688000,00";"2022";"12";"4356";"129381000,00";"2024";"21/07/2026 15:42:59"
"2403301";"2228,00";"2010";"6016,00";"2022";"70242000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2403400";"2246,00";"2010";"5360,00";"2022";"85666000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2403509";"3289,00";"2010";"10620,00";"2022";"113844000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2403608";"9569,00";"2010";"61635,00";"2022";"844765000,00";"2022";"10";"323";"6545000,00";"2024";"21/07/2026 15:42:59"
"2403707";"2088,00";"2010";"5944,00";"2022";"396782000,00";"2022";"3";"5";"29000,00";"2024";"21/07/2026 15:42:59"
"2403756";"816,00";"2010";"2938,00";"2022";"43862000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2403806";"4056,00";"2010";"10196,00";"2022";"137719000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2403905";"1390,00";"2010";"2700,00";"2022";"36904000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2404002";"1630,00";"2010";"4122,00";"2022";"52614000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404101";"889,00";"2010";"2104,00";"2022";"124332000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404200";"8372,00";"2010";"26741,00";"2022";"658983000,00";"2022";"4";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404309";"4338,00";"2010";"11938,00";"2022";"600066000,00";"2022";"4";"29";"357000,00";"2024";"21/07/2026 15:42:59"
"2404408";"3945,00";"2010";"9924,00";"2022";"164488000,00";"2022";"6";"6";"0,00";"2024";"21/07/2026 15:42:59"
"2404507";"5013,00";"2010";"15295,00";"2022";"2748777000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404606";"4135,00";"2010";"11615,00";"2022";"157088000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2404705";"5090,00";"2010";"14131,00";"2022";"215667000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404804";"970,00";"2010";"2035,00";"2022";"37971000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404853";"2784,00";"2010";"7292,00";"2022";"145395000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2404903";"2272,00";"2010";"5320,00";"2022";"84155000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2405009";"3016,00";"2010";"7834,00";"2022";"91188000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2405108";"2058,00";"2010";"6562,00";"2022";"234017000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2405207";"1653,00";"2010";"4746,00";"2022";"84488000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2405306";"2730,00";"2010";"9051,00";"2022";"96939000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2405405";"1913,00";"2010";"5117,00";"2022";"58421000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2405504";"877,00";"2010";"2437,00";"2022";"62530000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2405603";"5566,00";"2010";"13977,00";"2022";"243966000,00";"2022";"4";"32";"458000,00";"2024";"21/07/2026 15:42:59"
"2405702";"5435,00";"2010";"11655,00";"2022";"237956000,00";"2022";"4";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2405801";"13387,00";"2010";"33290,00";"2022";"1419596000,00";"2022";"5";"58";"1054000,00";"2024";"21/07/2026 15:42:59"
"2405900";"370,00";"2010";"2076,00";"2022";"28717000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2406007";"2222,00";"2010";"5803,00";"2022";"77868000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2406106";"7070,00";"2010";"17793,00";"2022";"391757000,00";"2022";"5";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2406155";"1429,00";"2010";"3739,00";"2022";"47189000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2406205";"2779,00";"2010";"6654,00";"2022";"81851000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2406304";"2938,00";"2010";"7338,00";"2022";"90591000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2406403";"873,00";"2010";"2567,00";"2022";"42744000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2406502";"5542,00";"2010";"15573,00";"2022";"291874000,00";"2022";"10";"63";"1010000,00";"2024";"21/07/2026 15:42:59"
"2406601";"2596,00";"2010";"8319,00";"2022";"113114000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2406700";"4042,00";"2010";"9866,00";"2022";"230309000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2406809";"1806,00";"2010";"4787,00";"2022";"62556000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2406908";"1522,00";"2010";"3490,00";"2022";"53827000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2407005";"2663,00";"2010";"9070,00";"2022";"97477000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407104";"29768,00";"2010";"82249,00";"2022";"2109145000,00";"2022";"3";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407203";"12340,00";"2010";"27369,00";"2022";"1493271000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407252";"1250,00";"2010";"3924,00";"2022";"56007000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2407302";"2877,00";"2010";"7896,00";"2022";"92508000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407401";"2902,00";"2010";"8179,00";"2022";"125503000,00";"2022";"6";"58";"894000,00";"2024";"21/07/2026 15:42:59"
"2407500";"4124,00";"2010";"10255,00";"2022";"145542000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407609";"1756,00";"2010";"4274,00";"2022";"59493000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2407708";"4081,00";"2010";"11444,00";"2022";"151806000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407807";"7026,00";"2010";"23031,00";"2022";"325278000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2407906";"1085,00";"2010";"2276,00";"2022";"37849000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2408003";"121590,00";"2010";"264577,00";"2022";"9582885000,00";"2022";"56";"2401";"107305000,00";"2024";"21/07/2026 15:42:59"
"2408102";"403354,00";"2010";"751300,00";"2022";"27497422000,00";"2022";"88";"3544";"102957000,00";"2024";"21/07/2026 15:42:59"
"2408201";"9273,00";"2010";"31942,00";"2022";"573065000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2408300";"13242,00";"2010";"34269,00";"2022";"631950000,00";"2022";"5";"481";"11101000,00";"2024";"21/07/2026 15:42:59"
"2408409";"1351,00";"2010";"3905,00";"2022";"48871000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2408508";"1707,00";"2010";"4913,00";"2022";"72852000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2408607";"1240,00";"2010";"3934,00";"2022";"50385000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2408706";"1442,00";"2010";"3579,00";"2022";"59380000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2408805";"1515,00";"2010";"4801,00";"2022";"510446000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2408904";"9030,00";"2010";"21499,00";"2022";"423937000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2408953";"3694,00";"2010";"10351,00";"2022";"211825000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409100";"4707,00";"2010";"10896,00";"2022";"171299000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409209";"951,00";"2010";"3115,00";"2022";"52292000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409308";"4273,00";"2010";"11007,00";"2022";"182565000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409332";"1702,00";"2010";"4847,00";"2022";"86696000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409407";"11728,00";"2010";"30479,00";"2022";"798632000,00";"2022";"4";"69";"3717000,00";"2024";"21/07/2026 15:42:59"
"2409506";"1124,00";"2010";"3618,00";"2022";"243846000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409605";"805,00";"2010";"2441,00";"2022";"43026000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409704";"2287,00";"2010";"6242,00";"2022";"98424000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2409803";"5032,00";"2010";"13824,00";"2022";"178730000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2409902";"5072,00";"2010";"12278,00";"2022";"695059000,00";"2022";"5";"60";"1082000,00";"2024";"21/07/2026 15:42:59"
"2410009";"1051,00";"2010";"2965,00";"2022";"43979000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2410108";"4148,00";"2010";"12390,00";"2022";"143411000,00";"2022";"3";"3";"0,00";"2024";"21/07/2026 15:42:59"
"2410207";"3035,00";"2010";"7601,00";"2022";"91230000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2410256";"2209,00";"2010";"5228,00";"2022";"172748000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2410306";"3442,00";"2010";"10125,00";"2022";"137082000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2410405";"2396,00";"2010";"9362,00";"2022";"136764000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2410504";"1605,00";"2010";"5432,00";"2022";"57950000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2410603";"1387,00";"2010";"2934,00";"2022";"45690000,00";"2022";"3";"3";"0,00";"2024";"21/07/2026 15:42:59"
"2410702";"1436,00";"2010";"2701,00";"2022";"37690000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2410801";"1411,00";"2010";"4127,00";"2022";"48437000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2410900";"2585,00";"2010";"7389,00";"2022";"345300000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2411007";"1733,00";"2010";"4242,00";"2022";"64939000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2411056";"1584,00";"2010";"5382,00";"2022";"137774000,00";"2022";"4";"61";"1650000,00";"2024";"21/07/2026 15:42:59"
"2411106";"1364,00";"2010";"3206,00";"2022";"203594000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2411205";"14897,00";"2010";"37313,00";"2022";"675850000,00";"2022";"7";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2411403";"5282,00";"2010";"12456,00";"2022";"179803000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2411429";"1272,00";"2010";"2696,00";"2022";"44373000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2411502";"8792,00";"2010";"22177,00";"2022";"328015000,00";"2022";"4";"169";"4426000,00";"2024";"21/07/2026 15:42:59"
"2411601";"944,00";"2010";"3304,00";"2022";"421481000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2411700";"1127,00";"2010";"3792,00";"2022";"55558000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2411809";"1162,00";"2010";"3492,00";"2022";"68979000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2411908";"1653,00";"2010";"4161,00";"2022";"65016000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:42:59"
"2412005";"37923,00";"2010";"115838,00";"2022";"2307194000,00";"2022";"7";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2412104";"2542,00";"2010";"5956,00";"2022";"94944000,00";"2022";"3";"26";"172000,00";"2024";"21/07/2026 15:42:59"
"2412203";"14422,00";"2010";"47286,00";"2022";"1359848000,00";"2022";"6";"17";"479000,00";"2024";"21/07/2026 15:42:59"
"2412302";"4441,00";"2010";"11121,00";"2022";"141196000,00";"2022";"6";"39";"619000,00";"2024";"21/07/2026 15:42:59"
"2412401";"1898,00";"2010";"4558,00";"2022";"95606000,00";"2022";"5";"42";"826000,00";"2024";"21/07/2026 15:42:59"
"2412500";"8588,00";"2010";"23537,00";"2022";"386805000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:42:59"
"2412559";"3656,00";"2010";"10221,00";"2022";"722955000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2412609";"6472,00";"2010";"16786,00";"2022";"273442000,00";"2022";"3";"104";"8060000,00";"2024";"21/07/2026 15:43:00"
"2412708";"1980,00";"2010";"5776,00";"2022";"68283000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2412807";"2852,00";"2010";"7711,00";"2022";"97419000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2412906";"4133,00";"2010";"9972,00";"2022";"120594000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2413003";"2054,00";"2010";"6310,00";"2022";"90507000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2413102";"1893,00";"2010";"5965,00";"2022";"73627000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2413201";"1228,00";"2010";"4065,00";"2022";"105581000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2413300";"2258,00";"2010";"5703,00";"2022";"73394000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2413359";"4640,00";"2010";"13091,00";"2022";"976555000,00";"2022";"3";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2413409";"3084,00";"2010";"7597,00";"2022";"134900000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2413508";"2553,00";"2010";"6436,00";"2022";"81783000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2413557";"1506,00";"2010";"4659,00";"2022";"56138000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2413607";"2198,00";"2010";"5487,00";"2022";"92738000,00";"2022";"3";"4";"2000,00";"2024";"21/07/2026 15:43:00"
"2413706";"1565,00";"2010";"4654,00";"2022";"58723000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2413805";"838,00";"2010";"2338,00";"2022";"37505000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2413904";"4232,00";"2010";"11422,00";"2022";"174535000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414001";"4583,00";"2010";"13281,00";"2022";"213678000,00";"2022";"3";"3";"0,00";"2024";"21/07/2026 15:43:00"
"2414100";"3505,00";"2010";"10262,00";"2022";"128347000,00";"2022";"4";"16";"130000,00";"2024";"21/07/2026 15:43:00"
"2414159";"2391,00";"2010";"5891,00";"2022";"117560000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414209";"4441,00";"2010";"16929,00";"2022";"578304000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414308";"1108,00";"2010";"2348,00";"2022";"44947000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414407";"13095,00";"2010";"33035,00";"2022";"979898000,00";"2022";"4";"295";"6313000,00";"2024";"21/07/2026 15:43:00"
"2414456";"1323,00";"2010";"3376,00";"2022";"52839000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414506";"3919,00";"2010";"10078,00";"2022";"167034000,00";"2022";"6";"76";"1315000,00";"2024";"21/07/2026 15:43:00"
"2414605";"4387,00";"2010";"13577,00";"2022";"330523000,00";"2022";"4";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414704";"1857,00";"2010";"5233,00";"2022";"65328000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414753";"1567,00";"2010";"3014,00";"2022";"42294000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2414803";"3899,00";"2010";"10735,00";"2022";"149591000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2414902";"583,00";"2010";"1822,00";"2022";"25575000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2415008";"1158,00";"2010";"3174,00";"2022";"47194000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2500106";"3449,00";"2010";"9335,00";"2022";"95193000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500205";"2360,00";"2010";"5003,00";"2022";"61115000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2500304";"11222,00";"2010";"26062,00";"2022";"320351000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2500403";"8293,00";"2010";"21013,00";"2022";"377885000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500502";"5452,00";"2010";"13725,00";"2022";"152280000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500536";"2079,00";"2010";"5578,00";"2022";"62649000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500577";"873,00";"2010";"2953,00";"2022";"33768000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500601";"6638,00";"2010";"21730,00";"2022";"3639169000,00";"2022";"3";"93";"1836000,00";"2024";"21/07/2026 15:43:00"
"2500700";"7497,00";"2010";"17964,00";"2022";"248472000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2500734";"1065,00";"2010";"2234,00";"2022";"33048000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500775";"2625,00";"2010";"7960,00";"2022";"125776000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2500809";"6154,00";"2010";"16646,00";"2022";"200370000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2500908";"5156,00";"2010";"12212,00";"2022";"119681000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501005";"7822,00";"2010";"17189,00";"2022";"210531000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501104";"9810,00";"2010";"22633,00";"2022";"303549000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501153";"757,00";"2010";"2005,00";"2022";"48609000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2501203";"3311,00";"2010";"7128,00";"2022";"71785000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2501302";"7244,00";"2010";"18705,00";"2022";"314453000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501351";"1546,00";"2010";"4152,00";"2022";"53156000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501401";"3696,00";"2010";"9224,00";"2022";"117262000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2501500";"7807,00";"2010";"23134,00";"2022";"320677000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501534";"1087,00";"2010";"4762,00";"2022";"54869000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2501575";"3190,00";"2010";"8059,00";"2022";"101341000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2501609";"5606,00";"2010";"12904,00";"2022";"156129000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2501708";"2325,00";"2010";"5906,00";"2022";"86303000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2501807";"42785,00";"2010";"82742,00";"2022";"1492127000,00";"2022";"6";"104";"1834000,00";"2024";"21/07/2026 15:43:00"
"2501906";"6040,00";"2010";"16401,00";"2022";"241955000,00";"2022";"3";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2502003";"2425,00";"2010";"6268,00";"2022";"82367000,00";"2022";"2";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2502052";"937,00";"2010";"3504,00";"2022";"45716000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502102";"2599,00";"2010";"5207,00";"2022";"56351000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502151";"2802,00";"2010";"6377,00";"2022";"305885000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502201";"1001,00";"2010";"2286,00";"2022";"35756000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2502300";"1859,00";"2010";"4661,00";"2022";"57235000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502409";"4322,00";"2010";"10252,00";"2022";"98918000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502508";"8715,00";"2010";"17598,00";"2022";"265030000,00";"2022";"3";"60";"1181000,00";"2024";"21/07/2026 15:43:00"
"2502607";"2391,00";"2010";"5648,00";"2022";"64889000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502706";"1854,00";"2010";"4214,00";"2022";"73308000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502805";"5788,00";"2010";"13613,00";"2022";"169245000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2502904";"2041,00";"2010";"5742,00";"2022";"71212000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2503001";"7790,00";"2010";"21193,00";"2022";"456330000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2503100";"2099,00";"2010";"5335,00";"2022";"143538000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2503209";"26530,00";"2010";"66519,00";"2022";"3605029000,00";"2022";"3";"195";"4858000,00";"2024";"21/07/2026 15:43:00"
"2503308";"3787,00";"2010";"9151,00";"2022";"134515000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2503407";"1380,00";"2010";"3291,00";"2022";"41058000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2503506";"6752,00";"2010";"16064,00";"2022";"160537000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2503555";"2680,00";"2010";"7223,00";"2022";"76001000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2503605";"3156,00";"2010";"6602,00";"2022";"75521000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2503704";"26824,00";"2010";"63239,00";"2022";"1425034000,00";"2022";"21";"272";"8235000,00";"2024";"21/07/2026 15:43:00"
"2503753";"751,00";"2010";"2740,00";"2022";"44212000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2503803";"1997,00";"2010";"5753,00";"2022";"81716000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2503902";"2780,00";"2010";"6085,00";"2022";"76257000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2504009";"179354,00";"2010";"419379,00";"2022";"11505704000,00";"2022";"34";"1167";"26419000,00";"2024";"21/07/2026 15:43:00"
"2504033";"1738,00";"2010";"6970,00";"2022";"87593000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2504074";"1681,00";"2010";"3944,00";"2022";"47320000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2504108";"683,00";"2010";"2312,00";"2022";"34001000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2504157";"2423,00";"2010";"6889,00";"2022";"75140000,00";"2022";"0";"0";"0,00";"";"21/07/2026 15:43:00"
"2504207";"1616,00";"2010";"4491,00";"2022";"57036000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
"2504306";"11808,00";"2010";"30661,00";"2022";"568709000,00";"2022";"6";"16";"204000,00";"2024";"21/07/2026 15:43:00"
"2504355";"1920,00";"2010";"5254,00";"2022";"75914000,00";"2022";"1";"0";"0,00";"2024";"21/07/2026 15:43:00"
